SIZE,ADD,PEEK,MODIFY,REMOVE,SIZE
100,40,40,80,41,40,
100,40,41,90,40,40,
100,40,40,90,40,30,
100,40,40,90,40,40,
100,40,40,91,40,40,
100,41,40,90,40,40,
100,40,40,91,40,30,
100,30,40,90,40,40,
100,40,40,80,50,40,
100,40,40,90,41,40,
100,40,41,90,40,30,
100,40,40,80,40,40,
100,40,40,90,40,40,
100,40,40,91,40,40,
100,41,40,90,40,41,
100,40,30,81,30,40,
100,40,40,90,40,40,
100,30,40,80,40,40,
100,30,40,80,40,40,
100,41,40,90,40,40,
100,40,40,90,40,40,
100,40,40,90,41,30,
100,40,41,90,40,30,
100,40,40,80,40,40,
100,40,40,80,40,40,
100,40,40,90,40,30,
100,40,40,90,30,30,
100,40,40,91,40,40,
100,41,40,90,40,30,
100,30,40,91,40,40,
100,40,40,80,40,40,
100,40,40,90,40,40,
100,40,40,90,41,30,
100,40,41,90,40,40,
100,40,30,80,40,40,
100,40,40,90,40,40,
100,40,30,80,40,40,
100,40,40,90,40,31,
100,40,40,81,40,40,
500,81,30,852,131,40,
500,50,50,691,311,40,
500,40,40,541,140,40,
500,50,40,521,131,40,
500,40,40,511,120,40,
500,40,30,521,130,40,
500,40,40,541,120,40,
500,50,40,551,70,50,
500,40,30,571,110,40,
500,50,40,582,110,40,
500,40,41,551,100,40,
500,40,40,541,91,40,
500,40,40,541,90,40,
500,40,40,521,110,40,
500,40,40,531,141,40,
500,40,40,551,160,40,
500,50,40,601,120,41,
500,41,40,591,70,30,
500,40,40,671,140,40,
500,40,40,551,110,40,
500,80,40,571,120,41,
500,40,40,621,110,40,
500,40,41,721,141,40,
500,40,41,721,101,40,
500,40,40,641,80,40,
500,40,40,591,110,30,
500,40,51,561,110,30,
500,51,40,551,141,40,
500,40,40,591,130,41,
500,40,40,651,120,40,
500,50,41,551,130,40,
500,41,40,661,110,40,
500,40,41,531,110,40,
500,51,40,571,71,40,
500,40,40,552,120,40,
500,40,41,601,110,40,
500,70,40,531,110,40,
500,40,40,561,100,40,
500,50,30,571,91,30,
500,40,40,561,90,40,
500,60,40,651,70,40,
500,40,40,541,120,41,
500,51,40,661,100,40,
500,40,41,601,101,40,
500,50,30,641,100,40,
500,40,40,591,90,40,
500,40,40,551,131,40,
500,40,40,611,80,40,
500,40,40,541,70,30,
500,41,30,681,130,40,
500,40,40,551,100,41,
500,40,40,561,101,40,
500,60,40,631,150,40,
500,40,40,652,100,40,
500,40,30,551,70,40,
500,50,40,591,100,40,
500,40,41,681,111,40,
500,40,60,561,100,41,
500,50,40,581,80,30,
500,50,40,691,91,40,
500,100,40,601,71,40,
500,40,40,662,110,30,
500,40,50,691,100,40,
500,50,40,671,191,40,
500,40,40,611,110,40,
500,50,40,561,80,40,
500,40,40,631,80,40,
500,40,40,631,130,40,
500,40,30,621,111,40,
500,40,40,591,100,41,
500,41,50,661,80,40,
500,50,41,591,80,40,
500,40,40,611,80,40,
500,40,40,571,121,40,
500,40,40,642,120,40,
500,50,41,651,110,40,
500,50,40,691,80,40,
500,40,40,672,130,40,
500,61,40,762,80,40,
500,40,40,742,150,101,
500,41,40,641,110,40,
500,40,30,631,110,40,
500,40,40,681,111,50,
500,40,40,621,120,40,
500,40,40,642,100,41,
500,40,40,661,90,40,
500,50,41,681,101,40,
500,40,40,681,101,40,
500,40,40,701,110,40,
500,40,40,381,110,41,
500,40,40,390,81,40,
500,40,30,381,80,40,
500,40,40,411,90,40,
500,40,40,361,80,40,
500,40,40,390,81,30,
500,40,40,371,60,40,
500,40,40,381,60,40,
500,50,40,431,50,41,
500,40,40,401,81,30,
500,40,41,421,60,40,
1000,91,40,471,191,40,
1000,51,30,902,160,40,
1000,40,30,1453,131,30,
1000,40,40,791,120,30,
1000,41,40,721,101,30,
1000,40,30,661,120,40,
1000,40,30,601,90,30,
1000,40,40,611,90,30,
1000,51,40,631,141,40,
1000,40,30,591,120,30,
1000,50,40,652,130,40,
1000,40,30,581,100,30,
1000,41,40,611,80,40,
1000,40,40,621,100,30,
1000,40,40,601,110,40,
1000,40,40,621,111,40,
1000,50,41,611,110,40,
1000,40,40,602,80,40,
1000,40,40,621,121,40,
1000,40,40,641,110,30,
1000,40,41,601,170,40,
1000,50,40,791,120,40,
1000,40,30,621,120,40,
1000,40,30,642,100,40,
1000,40,40,611,101,40,
1000,40,40,621,100,31,
1000,40,40,632,90,30,
1000,40,40,611,70,40,
1000,40,40,621,100,40,
1000,50,40,631,110,40,
1000,40,30,611,110,40,
1000,40,40,661,121,40,
1000,50,40,621,90,31,
1000,40,40,672,70,40,
1000,40,40,611,70,40,
1000,50,40,631,130,30,
1000,40,40,611,110,40,
1000,40,40,622,100,30,
1000,40,40,621,71,30,
1000,40,41,601,90,40,
1000,40,40,632,120,40,
1000,40,30,611,121,40,
1000,40,40,631,100,40,
1000,40,40,621,100,40,
1000,40,40,642,70,40,
1000,41,40,691,141,40,
1000,40,40,701,101,40,
1000,40,41,621,70,30,
1000,40,40,632,110,30,
1000,40,40,601,71,40,
1000,40,41,711,110,40,
1000,40,40,651,90,40,
1000,40,40,652,90,30,
1000,40,40,651,100,40,
1000,41,40,661,121,40,
1000,40,40,771,81,40,
1000,40,41,711,130,40,
1000,40,40,671,80,40,
1000,40,30,682,70,40,
1000,40,40,681,100,40,
1000,40,40,691,91,40,
1000,40,40,711,151,30,
1000,40,40,671,110,40,
1000,40,40,661,130,41,
1000,40,40,682,120,40,
1000,40,40,752,130,40,
1000,40,40,702,130,40,
1000,50,40,682,70,40,
1000,40,40,691,90,30,
1000,41,40,701,111,40,
1000,40,40,651,100,40,
1000,40,40,681,110,30,
1000,40,40,682,70,40,
1000,40,40,671,70,40,
1000,41,40,691,161,40,
1000,50,40,681,111,40,
1000,50,41,791,91,40,
1000,40,41,721,90,30,
1000,40,40,701,90,41,
1000,40,40,732,90,40,
1000,40,40,672,170,40,
1000,40,40,702,60,30,
1000,40,40,671,71,40,
1000,40,40,671,90,40,
1000,50,40,711,110,31,
1000,40,40,712,90,30,
1000,40,40,4298,90,40,
1000,50,40,762,90,40,
1000,50,40,721,70,40,
1000,41,40,731,81,30,
1000,40,40,711,70,40,
1000,40,30,691,100,41,
1000,40,40,702,80,40,
1000,40,40,672,110,40,
1000,40,40,721,70,40,
1000,41,40,771,90,40,
1000,50,30,711,91,40,
1000,40,41,1402,100,40,
1000,40,40,1342,100,40,
1000,40,40,1302,110,50,
5000,40,40,5000,411,40,
5000,40,40,3547,160,30,
5000,40,40,2866,200,30,
5000,40,40,2765,140,31,
5000,40,40,2775,120,40,
5000,40,40,2756,110,40,
5000,50,40,2705,120,40,
5000,41,40,2695,151,40,
5000,40,40,2705,130,41,
5000,40,40,2706,100,40,
5000,40,30,2715,80,40,
5000,41,40,2695,80,40,
5000,40,40,2695,100,40,
5000,50,40,2675,90,40,
5000,51,30,2735,100,30,
5000,40,40,2715,160,41,
5000,40,40,2676,130,40,
5000,40,40,2685,111,30,
5000,40,40,2685,130,41,
5000,40,40,2656,150,40,
5000,40,40,2705,110,30,
5000,40,40,2715,150,40,
5000,40,40,2695,80,40,
5000,40,30,2725,130,40,
5000,40,40,2766,110,30,
5000,40,40,2685,121,40,
5000,41,40,2725,100,40,
5000,40,30,2715,120,40,
5000,40,40,2706,170,30,
5000,40,30,2725,130,30,
5000,50,40,2745,111,40,
5000,40,40,2745,100,40,
5000,40,40,2755,100,40,
5000,40,40,2756,250,40,
5000,50,40,2845,90,40,
5000,40,41,2785,130,40,
5000,40,40,2755,110,40,
5000,40,40,2826,361,40,
5000,40,40,2795,90,40,
5000,40,40,2775,120,41,
5000,40,40,2765,121,40,
5000,40,40,2805,100,40,
5000,40,40,2755,90,30,
5000,40,40,2796,80,40,
5000,40,40,2796,100,40,
5000,40,30,2795,110,30,
5000,40,40,2836,170,40,
5000,40,30,2786,70,30,
5000,40,40,2795,130,40,
5000,50,30,2795,90,30,
5000,41,40,2795,81,40,
5000,40,40,2815,70,40,
5000,40,40,2795,120,31,
5000,40,30,2775,100,40,
5000,40,40,2806,130,40,
5000,40,40,2806,160,40,
5000,40,40,2806,80,30,
5000,40,40,2795,90,40,
5000,41,40,2805,111,40,
5000,40,40,2835,81,40,
5000,41,40,2845,130,30,
5000,40,40,2805,81,40,
5000,40,40,2805,90,40,
5000,40,40,2755,110,41,
5000,40,40,2776,120,30,
5000,40,30,2776,100,40,
5000,40,40,2785,110,40,
5000,40,40,2795,141,40,
5000,41,40,2755,101,40,
5000,40,41,2775,100,41,
5000,40,40,2756,80,40,
5000,40,30,2906,161,40,
5000,40,30,2815,80,30,
5000,41,40,2785,91,40,
5000,40,40,2735,110,41,
5000,40,40,2755,70,40,
5000,40,40,2755,80,40,
5000,41,40,2755,131,30,
5000,40,40,2785,120,40,
5000,40,40,2785,100,41,
5000,40,40,2785,100,30,
5000,40,41,2805,90,30,
5000,40,40,2825,90,40,
5000,40,30,2756,120,40,
5000,40,40,2846,110,40,
5000,40,40,2806,90,30,
5000,50,40,2785,100,30,
5000,41,40,2825,91,30,
5000,40,30,2775,90,40,
5000,40,41,2805,100,40,
5000,40,40,2865,100,40,
5000,40,40,2775,100,40,
5000,40,40,2786,120,40,
5000,40,40,2846,90,40,
5000,40,30,2785,70,40,
5000,40,30,2805,71,40,
5000,40,31,2785,90,40,
5000,40,40,2775,110,40,
5000,40,40,2826,80,40,
5000,40,40,2806,90,40,
10000,50,31,8756,210,30,
10000,40,40,6463,150,30,
10000,40,40,5621,190,30,
10000,40,40,5430,150,40,
10000,40,40,5430,160,30,
10000,40,30,5380,100,41,
10000,40,40,5411,90,40,
10000,40,40,5541,140,40,
10000,50,40,5431,110,40,
10000,40,40,5551,150,30,
10000,50,40,5431,140,40,
10000,40,40,5461,120,30,
10000,40,40,5441,110,40,
10000,40,40,5501,140,40,
10000,40,40,5441,150,40,
10000,40,40,5461,100,40,
10000,40,40,5581,160,40,
10000,40,30,5521,130,41,
10000,40,40,5421,100,40,
10000,40,40,5390,100,40,
10000,50,40,5371,140,40,
10000,40,40,5511,90,40,
10000,40,40,14357,230,30,
10000,40,40,5480,200,40,
10000,40,41,5530,131,40,
10000,40,40,5540,131,40,
10000,50,40,5440,131,40,
10000,40,40,5460,111,40,
10000,40,31,5370,130,41,
10000,40,40,5441,180,41,
10000,40,40,5401,140,40,
10000,50,40,5411,140,40,
10000,40,40,5440,130,40,
10000,40,40,5410,140,40,
10000,40,40,5450,141,40,
10000,51,30,5410,131,40,
10000,40,40,5610,130,40,
10000,40,40,5561,80,30,
10000,40,40,5430,120,40,
10000,40,40,5510,110,40,
10000,50,40,5440,121,40,
10000,50,40,5610,140,40,
10000,40,30,5601,110,40,
10000,40,40,5451,150,40,
10000,40,40,5481,110,30,
10000,40,40,5481,100,40,
10000,40,40,5521,110,40,
10000,40,40,5631,130,41,
10000,40,40,5540,90,40,
10000,40,30,5480,100,41,
10000,40,40,5530,120,40,
10000,40,40,5500,100,30,
10000,40,40,5490,110,40,
10000,40,40,5490,110,40,
10000,40,30,5700,120,40,
10000,51,30,5671,110,40,
10000,50,40,5501,140,40,
10000,40,40,5631,140,30,
10000,40,40,5750,90,30,
10000,40,40,5631,120,40,
10000,40,41,5550,111,40,
10000,40,40,5640,110,40,
10000,40,40,5771,110,40,
10000,40,30,5560,151,40,
10000,40,41,5540,101,40,
10000,40,30,5500,91,40,
10000,40,41,5520,131,40,
10000,40,30,5470,131,30,
10000,40,30,5600,110,40,
10000,41,40,5590,110,40,
10000,40,40,5521,140,40,
10000,40,40,5761,151,30,
10000,40,41,5660,90,30,
10000,41,40,5691,110,40,
10000,40,40,5681,141,30,
10000,40,41,5600,151,30,
10000,41,40,5520,130,30,
10000,40,40,5500,90,40,
10000,41,40,5530,130,40,
10000,40,30,5520,130,40,
10000,40,40,5480,111,40,
10000,40,40,5460,141,40,
10000,40,30,5530,101,40,
10000,50,40,5460,101,40,
10000,40,41,5560,101,40,
10000,40,40,5500,141,40,
10000,40,40,5610,100,40,
10000,40,30,5480,90,30,
10000,41,40,5570,140,40,
10000,40,40,5480,120,40,
10000,40,40,5450,140,40,
10000,40,40,5470,110,40,
10000,40,30,5450,221,40,
10000,40,40,5450,120,40,
10000,40,40,5460,90,30,
10000,40,40,5480,121,40,
10000,40,40,5480,91,40,
10000,40,40,5430,120,40,
10000,40,30,5450,120,40,
10000,40,40,5430,100,40,
50000,70,40,23203,230,30,
50000,40,30,21651,300,30,
50000,40,30,20759,191,30,
50000,30,31,20368,200,30,
50000,40,30,30688,370,41,
50000,40,40,20669,190,40,
50000,40,40,20448,180,30,
50000,30,30,20288,170,30,
50000,30,40,20359,200,40,
50000,40,30,23925,171,30,
50000,30,30,22242,181,30,
50000,30,31,21520,180,30,
50000,40,30,19547,161,30,
50000,30,30,18966,110,30,
50000,40,30,18986,171,30,
50000,30,41,18945,120,30,
50000,30,30,18966,170,30,
50000,30,30,18976,140,30,
50000,31,30,18966,140,30,
50000,30,30,18956,151,30,
50000,30,30,18986,190,30,
50000,30,30,18976,100,30,
50000,30,40,19006,170,30,
50000,30,30,18966,150,30,
50000,40,30,19067,180,40,
50000,30,30,19036,121,30,
50000,30,31,19046,190,31,
50000,30,30,19056,150,40,
50000,30,30,19086,131,30,
50000,30,30,19076,130,30,
50000,30,30,19106,190,30,
50000,30,30,19096,151,30,
50000,30,30,19106,170,31,
50000,30,30,19096,160,30,
50000,30,30,19106,101,30,
50000,40,31,19106,150,41,
50000,30,30,19117,130,30,
50000,30,30,19106,131,30,
50000,30,30,19136,120,30,
50000,40,30,19117,130,30,
50000,30,30,19117,160,30,
50000,30,30,19186,140,30,
50000,40,30,19236,140,30,
50000,30,30,19176,171,30,
50000,30,30,19176,131,30,
50000,30,30,19146,160,30,
50000,30,30,19167,140,30,
50000,30,30,19166,140,30,
50000,30,40,19166,151,40,
50000,30,30,19186,151,30,
50000,30,30,19196,150,40,
50000,30,30,19257,150,30,
50000,30,30,19217,140,30,
50000,30,30,25769,201,30,
50000,30,30,19286,140,30,
50000,40,30,19226,150,30,
50000,30,30,19266,130,30,
50000,31,30,19336,170,30,
50000,30,30,19277,190,30,
50000,30,30,19267,190,30,
50000,30,30,19277,151,30,
50000,30,30,19366,101,30,
50000,30,30,19286,141,30,
50000,30,31,18865,90,30,
50000,40,30,18415,160,30,
50000,30,30,18375,130,20,
50000,30,30,18445,160,30,
50000,30,30,18435,120,30,
50000,40,30,18415,120,20,
50000,30,30,18415,141,30,
50000,30,30,18405,130,30,
50000,30,30,18485,171,30,
50000,30,30,18415,110,30,
50000,30,30,18425,120,30,
50000,30,20,18425,160,30,
50000,30,20,18485,110,30,
50000,30,30,18445,120,30,
50000,30,30,18425,110,30,
50000,30,30,18475,90,30,
50000,30,30,18485,100,30,
50000,30,30,18545,141,30,
50000,30,30,18565,120,31,
50000,30,30,18525,140,30,
50000,31,30,18495,110,20,
50000,30,30,18495,101,30,
50000,30,31,18475,100,30,
50000,30,30,18575,101,30,
50000,40,30,24035,160,30,
50000,30,30,36318,200,30,
50000,40,30,65534,290,30,
50000,50,30,20699,141,30,
50000,30,30,19507,191,30,
50000,30,30,18304,150,20,
50000,30,20,18164,121,30,
50000,30,30,18075,120,20,
50000,30,30,18104,130,30,
50000,30,30,18074,140,30,
50000,40,30,18125,230,31,
50000,30,30,18165,110,30,
50000,30,30,18175,130,31,
100000,30,21,84259,340,30,
100000,30,30,63801,260,30,
100000,30,20,46999,310,30,
100000,30,30,38834,190,31,
100000,30,30,36620,220,30,
100000,30,30,35798,221,30,
100000,30,30,38102,181,30,
100000,30,31,37901,170,30,
100000,30,30,36830,200,20,
100000,30,30,36890,170,30,
100000,30,30,35577,160,30,
100000,30,30,35417,151,30,
100000,30,20,36188,171,30,
100000,31,30,35687,150,30,
100000,30,30,35678,120,30,
100000,30,30,35127,140,30,
100000,30,30,34876,151,30,
100000,30,30,36128,141,30,
100000,30,31,34916,140,30,
100000,30,30,34796,131,30,
100000,30,30,35027,140,30,
100000,30,30,35027,210,30,
100000,30,30,35127,250,30,
100000,30,30,35067,341,30,
100000,30,30,34856,170,31,
100000,30,30,34896,150,30,
100000,30,20,34806,170,30,
100000,30,30,34826,170,30,
100000,30,30,42210,180,20,
100000,30,30,34946,150,30,
100000,30,30,34866,140,30,
100000,31,30,34856,170,30,
100000,30,30,34896,140,30,
100000,30,30,34846,120,30,
100000,40,30,34856,261,30,
100000,30,30,34826,301,30,
100000,30,30,34886,220,30,
100000,20,20,34896,140,30,
100000,20,30,34946,171,30,
100000,30,30,34886,150,31,
100000,30,30,34966,180,30,
100000,30,30,34886,141,20,
100000,30,30,34896,180,31,
100000,30,20,34936,160,30,
100000,30,30,35006,170,30,
100000,30,30,34896,161,30,
100000,30,20,35006,120,30,
100000,30,20,35077,110,30,
100000,30,20,34946,160,20,
100000,30,30,34916,131,30,
100000,30,30,34956,150,30,
100000,30,30,34946,90,30,
100000,30,30,34936,151,30,
100000,30,30,34956,130,31,
100000,30,30,34966,140,20,
100000,30,30,35016,110,20,
100000,30,30,40006,180,30,
100000,30,30,35037,150,30,
100000,30,30,35027,130,30,
100000,30,30,34996,90,30,
100000,30,31,35046,191,30,
100000,30,30,35036,171,30,
100000,30,30,35006,121,30,
100000,30,20,35056,171,30,
100000,30,30,102034,271,30,
100000,30,30,36158,140,30,
100000,30,30,35167,200,30,
100000,30,30,35117,170,20,
100000,30,30,35127,140,30,
100000,30,30,35087,181,20,
100000,30,20,35096,181,30,
100000,30,30,35226,120,20,
100000,30,30,35166,140,30,
100000,30,30,35166,120,30,
100000,30,30,35177,110,30,
100000,30,30,35127,150,30,
100000,30,30,35187,130,31,
100000,30,30,602400,291,30,
100000,40,30,36168,180,30,
100000,30,30,339463,270,30,
100000,30,30,35527,201,30,
100000,60,30,58782,210,30,
100000,30,30,34725,140,30,
100000,30,30,49474,170,21,
100000,30,30,34566,150,31,
100000,30,30,34586,150,30,
100000,30,20,36169,130,31,
100000,30,30,35458,100,30,
100000,30,30,35317,120,31,
100000,30,30,35277,151,30,
100000,30,30,35056,171,30,
100000,30,30,35607,181,20,
100000,30,31,35377,140,30,
100000,30,30,35337,161,30,
100000,30,30,35347,150,30,
100000,30,30,35527,160,30,
100000,30,30,35427,151,30,
100000,30,31,35367,140,30,
100000,30,30,35357,151,30,
100000,30,31,35427,150,31,
500000,60,30,340625,461,30,
500000,30,31,200890,251,30,
500000,30,30,203185,260,30,
500000,30,30,204116,191,30,
500000,30,31,197223,251,30,
500000,30,30,194368,181,30,
500000,30,30,193035,251,30,
500000,30,30,190821,211,30,
500000,30,30,184750,170,31,
500000,30,30,185962,210,30,
500000,30,30,183718,241,30,
500000,30,30,179149,241,30,
500000,30,30,177406,231,30,
500000,30,20,175973,170,31,
500000,30,30,180212,190,20,
500000,30,30,170633,190,30,
500000,30,30,650592,280,30,
500000,30,30,220237,261,30,
500000,30,30,168910,211,30,
500000,30,31,167076,191,30,
500000,30,30,167266,220,30,
500000,30,30,166596,140,30,
500000,30,30,165774,201,30,
500000,30,30,175382,201,30,
500000,30,30,166285,180,31,
500000,30,30,167808,161,30,
500000,30,30,219926,250,30,
500000,30,30,165303,150,30,
500000,30,30,169962,231,30,
500000,40,31,163589,210,20,
500000,30,30,163620,321,30,
500000,31,30,164451,171,30,
500000,30,20,163439,210,20,
500000,30,30,162398,180,30,
500000,30,20,167458,140,30,
500000,30,30,162227,180,30,
500000,30,30,162317,220,30,
500000,30,30,162297,170,30,
500000,30,30,162247,150,30,
500000,30,30,162287,231,20,
500000,30,20,244353,250,30,
500000,30,30,163029,201,30,
500000,30,30,162798,161,30,
500000,30,20,203926,241,30,
500000,30,30,162157,161,30,
500000,30,30,162127,190,30,
500000,30,30,168560,170,30,
500000,30,20,162117,171,20,
500000,31,30,162397,200,30,
500000,30,30,163550,190,31,
500000,30,30,163991,170,30,
500000,30,20,164000,141,30,
500000,30,31,170272,211,30,
500000,30,30,162898,181,30,
500000,31,30,162678,221,30,
500000,30,30,840351,390,31,
500000,40,30,231348,431,30,
500000,30,30,170162,511,30,
500000,30,30,168449,260,31,
500000,30,30,175463,230,31,
500000,30,30,165533,171,30,
500000,31,30,284939,581,30,
500000,30,30,170292,181,30,
500000,30,30,165403,220,30,
500000,30,30,187315,221,30,
500000,30,30,168389,191,30,
500000,30,30,169972,140,30,
500000,30,30,168900,161,30,
500000,40,30,166275,150,30,
500000,30,30,166024,180,30,
500000,30,30,173268,210,30,
500000,30,20,166916,191,20,
500000,30,30,164501,180,30,
500000,30,30,164521,160,30,
500000,30,30,163409,230,30,
500000,30,30,162819,130,30,
500000,30,30,171595,221,30,
500000,31,30,162788,241,30,
500000,31,30,162758,221,20,
500000,30,30,162908,220,20,
500000,30,30,163159,190,30,
500000,30,30,163029,190,30,
500000,30,30,168118,120,31,
500000,30,30,162779,150,30,
500000,30,30,162889,180,31,
500000,30,30,162678,200,20,
500000,30,30,162698,201,30,
500000,30,30,162728,171,30,
500000,30,30,196963,220,30,
500000,30,30,162809,190,30,
500000,30,30,162688,170,30,
500000,30,30,162748,141,30,
500000,30,30,187004,311,30,
500000,40,20,201492,240,30,
500000,30,30,239453,351,20,
500000,30,40,182496,181,20,
500000,30,30,162628,190,30,
500000,30,30,162126,270,20,
500000,30,30,162238,190,30,
500000,30,30,173238,180,30,
1000000,61,30,659008,411,30,
1000000,30,30,456294,561,30,
1000000,30,30,429674,381,30,
1000000,30,30,434012,411,30,
1000000,30,30,468457,450,30,
1000000,40,30,684275,541,30,
1000000,30,30,518302,501,30,
1000000,30,30,419695,231,30,
1000000,30,30,385370,231,30,
1000000,30,30,443439,400,21,
1000000,30,30,530234,210,30,
1000000,30,30,402121,331,30,
1000000,30,30,425315,221,30,
1000000,30,30,403043,221,30,
1000000,30,30,344312,201,30,
1000000,30,31,328542,261,30,
1000000,30,21,329383,180,20,
1000000,30,20,383847,201,30,
1000000,30,31,327971,250,30,
1000000,30,30,324243,130,30,
1000000,30,30,335305,241,30,
1000000,30,30,534061,361,30,
1000000,40,30,542216,381,30,
1000000,30,30,423342,762,30,
1000000,30,30,417610,351,30,
1000000,30,31,411579,201,30,
1000000,30,30,370301,191,30,
1000000,30,30,431497,221,30,
1000000,20,20,341516,190,30,
1000000,30,30,347228,291,20,
1000000,30,20,357337,211,30,
1000000,30,30,344853,201,30,
1000000,31,30,352377,190,30,
1000000,30,30,334503,190,30,
1000000,30,30,330806,220,30,
1000000,30,30,444001,250,30,
1000000,30,30,380440,181,30,
1000000,30,30,344953,221,30,
1000000,31,30,333892,221,30,
1000000,30,30,598613,431,30,
1000000,50,30,714654,1112,20,
1000000,30,30,633880,591,30,
1000000,30,30,931574,1743,30,
1000000,30,30,959717,1222,30,
1000000,30,30,712309,521,30,
1000000,30,30,567274,521,30,
1000000,30,30,403314,201,30,
1000000,30,31,505907,241,30,
1000000,30,30,389257,241,30,
1000000,30,30,372145,170,31,
1000000,30,30,357077,200,30,
1000000,30,30,637498,591,30,
1000000,30,30,877612,1012,41,
1000000,40,40,559880,401,41,
1000000,41,30,587693,701,30,
1000000,30,40,545542,251,30,
1000000,30,30,494586,301,30,
1000000,30,30,535815,181,20,
1000000,31,30,377625,270,30,
1000000,30,30,354291,460,20,
1000000,30,30,348930,270,31,
1000000,30,30,390519,481,30,
1000000,30,30,350404,261,20,
1000000,30,30,354471,210,30,
1000000,30,30,399407,381,30,
1000000,30,30,360342,300,31,
1000000,30,30,414084,391,30,
1000000,30,30,389598,380,30,
1000000,30,30,451865,420,30,
1000000,30,30,497232,431,30,
1000000,30,30,481181,411,30,
1000000,30,31,518261,380,20,
1000000,31,30,459119,350,30,
1000000,30,30,396230,781,30,
1000000,30,30,373617,221,30,
1000000,30,30,367255,241,30,
1000000,30,30,341066,220,30,
1000000,30,30,337919,200,30,
1000000,30,30,357667,280,30,
1000000,30,30,338411,191,20,
1000000,30,30,338751,171,30,
1000000,30,30,360903,270,20,
1000000,30,30,338962,231,30,
1000000,30,30,341276,280,30,
1000000,30,30,376102,481,30,
1000000,30,30,569308,371,20,
1000000,30,30,744379,1182,30,
1000000,30,30,916415,591,30,
1000000,30,30,778664,531,30,
1000000,30,30,504836,661,30,
1000000,30,30,592973,471,40,
1000000,40,40,428651,391,40,
1000000,40,40,426989,251,40,
1000000,40,30,333722,251,30,
1000000,30,30,325146,180,31,
1000000,30,30,944789,341,20,
1000000,30,30,536125,641,20,
1000000,30,30,674477,641,30,
1000000,30,20,712139,772,30,
1000000,31,30,501209,260,30,
